Loc,SizeClass,year,fish_count,Esst,mpa,nTotal,rep,f,yearF
Port P,30,1998,152,14.721001443856263,0,746,Port P_1998,0.2037533512064343,1998
Port P,35,1998,64,14.721001443856263,0,746,Port P_1998,0.08579088471849866,1998
Port P,12.5,1999,56,14.136385490478762,0,500,Port P_1999,0.112,1999
Port P,15,1999,110,14.136385490478762,0,500,Port P_1999,0.22,1999
Port P,20,1999,116,14.136385490478762,0,500,Port P_1999,0.232,1999
Port P,25,1999,126,14.136385490478762,0,500,Port P_1999,0.252,1999
Port P,30,1999,66,14.136385490478762,0,500,Port P_1999,0.132,1999
Port P,35,1999,26,14.136385490478762,0,500,Port P_1999,0.052,1999
Port P,10,2008,28,14.3183330132936,1,401,Port P_2008,0.06982543640897755,2008
Port P,12.5,2008,40,14.3183330132936,1,401,Port P_2008,0.09975062344139651,2008
Port P,15,2008,166,14.3183330132936,1,401,Port P_2008,0.4139650872817955,2008
Port P,20,2008,60,14.3183330132936,1,401,Port P_2008,0.14962593516209477,2008
Port P,25,2008,69,14.3183330132936,1,401,Port P_2008,0.17206982543640897,2008
Port P,30,2008,38,14.3183330132936,1,401,Port P_2008,0.09476309226932668,2008
Port P,10,2009,197,17.24327340574477,0,1464,Port P_2009,0.13456284153005466,2009
Port P,12.5,2009,304,17.24327340574477,0,1464,Port P_2009,0.20765027322404372,2009
Port P,15,2009,337,17.24327340574477,0,1464,Port P_2009,0.2301912568306011,2009
Port P,20,2009,276,17.24327340574477,0,1464,Port P_2009,0.1885245901639344,2009
Port P,25,2009,208,17.24327340574477,0,1464,Port P_2009,0.14207650273224043,2009
Port P,30,2009,142,17.24327340574477,0,1464,Port P_2009,0.09699453551912568,2009
Port P,10,2010,153,19.22557679996027,0,754,Port P_2010,0.20291777188328913,2010
Port P,12.5,2010,194,19.22557679996027,0,754,Port P_2010,0.2572944297082228,2010
Port P,15,2010,177,19.22557679996027,0,754,Port P_2010,0.23474801061007958,2010
Port P,20,2010,112,19.22557679996027,0,754,Port P_2010,0.14854111405835543,2010
Port P,25,2010,69,19.22557679996027,0,754,Port P_2010,0.09151193633952255,2010
Port P,30,2010,49,19.22557679996027,0,754,Port P_2010,0.0649867374005305,2010
Port P,10,2011,93,15.655498894967824,0,1068,Port P_2011,0.08707865168539326,2011
Port P,12.5,2011,149,15.655498894967824,0,1068,Port P_2011,0.13951310861423222,2011
Port P,15,2011,246,15.655498894967824,0,1068,Port P_2011,0.2303370786516854,2011
Port P,20,2011,254,15.655498894967824,0,1068,Port P_2011,0.23782771535580524,2011
Port P,25,2011,185,15.655498894967824,0,1068,Port P_2011,0.17322097378277154,2011
Port P,30,2011,87,15.655498894967824,0,1068,Port P_2011,0.08146067415730338,2011
Port P,35,2011,54,15.655498894967824,0,1068,Port P_2011,0.05056179775280899,2011
Port P,10,2012,62,19.22604027676041,0,727,Port P_2012,0.08528198074277854,2012
Port P,12.5,2012,91,19.22604027676041,0,727,Port P_2012,0.12517193947730398,2012
Port P,15,2012,155,19.22604027676041,0,727,Port P_2012,0.21320495185694635,2012
Port P,20,2012,167,19.22604027676041,0,727,Port P_2012,0.2297111416781293,2012
Port P,25,2012,134,19.22604027676041,0,727,Port P_2012,0.1843191196698762,2012
Port P,30,2012,65,19.22604027676041,0,727,Port P_2012,0.08940852819807428,2012
Port P,35,2012,53,19.22604027676041,0,727,Port P_2012,0.07290233837689133,2012
Port P,10,2013,190,19.100947696637,0,1392,Port P_2013,0.13649425287356323,2013
Port P,12.5,2013,206,19.100947696637,0,1392,Port P_2013,0.14798850574712644,2013
Port P,15,2013,293,19.100947696637,0,1392,Port P_2013,0.21048850574712644,2013
Port P,20,2013,309,19.100947696637,0,1392,Port P_2013,0.22198275862068967,2013
Port P,25,2013,209,19.100947696637,0,1392,Port P_2013,0.15014367816091953,2013
Port P,30,2013,117,19.100947696637,0,1392,Port P_2013,0.08405172413793104,2013
Port P,35,2013,68,19.100947696637,0,1392,Port P_2013,0.04885057471264368,2013
Port P,7.5,2014,3,19.0487092516475,0,47,Port P_2014,0.06382978723404255,2014
Port P,10,2014,6,19.0487092516475,0,47,Port P_2014,0.1276595744680851,2014
Port P,12.5,2014,6,19.0487092516475,0,47,Port P_2014,0.1276595744680851,2014
Port P,15,2014,4,19.0487092516475,0,47,Port P_2014,0.0851063829787234,2014
Port P,20,2014,8,19.0487092516475,0,47,Port P_2014,0.1702127659574468,2014
Port P,25,2014,11,19.0487092516475,0,47,Port P_2014,0.23404255319148937,2014
Port P,30,2014,5,19.0487092516475,0,47,Port P_2014,0.10638297872340426,2014
Port P,35,2014,4,19.0487092516475,0,47,Port P_2014,0.0851063829787234,2014
Port P,10,2015,59,18.08978480913196,0,388,Port P_2015,0.15206185567010308,2015
Port P,12.5,2015,80,18.08978480913196,0,388,Port P_2015,0.20618556701030927,2015
Port P,15,2015,74,18.08978480913196,0,388,Port P_2015,0.19072164948453607,2015
Port P,20,2015,86,18.08978480913196,0,388,Port P_2015,0.22164948453608246,2015
Port P,25,2015,61,18.08978480913196,0,388,Port P_2015,0.15721649484536082,2015
Port P,30,2015,28,18.08978480913196,0,388,Port P_2015,0.07216494845360824,2015
Port P,7.5,2016,104,19.008559839262965,0,803,Port P_2016,0.1295143212951432,2016
Port P,10,2016,156,19.008559839262965,0,803,Port P_2016,0.19427148194271482,2016
Port P,12.5,2016,174,19.008559839262965,0,803,Port P_2016,0.21668742216687423,2016
Port P,15,2016,173,19.008559839262965,0,803,Port P_2016,0.21544209215442092,2016
Port P,20,2016,101,19.008559839262965,0,803,Port P_2016,0.12577833125778332,2016
Port P,25,2016,95,19.008559839262965,0,803,Port P_2016,0.11830635118306351,2016
Port P,10,2017,65,19.30199475638554,0,663,Port P_2017,0.09803921568627451,2017
Port P,12.5,2017,82,19.30199475638554,0,663,Port P_2017,0.12368024132730016,2017
Port P,15,2017,173,19.30199475638554,0,663,Port P_2017,0.2609351432880845,2017
Port P,20,2017,159,19.30199475638554,0,663,Port P_2017,0.2398190045248869,2017
Port P,25,2017,106,19.30199475638554,0,663,Port P_2017,0.15987933634992457,2017
Port P,30,2017,46,19.30199475638554,0,663,Port P_2017,0.0693815987933635,2017
Port P,35,2017,32,19.30199475638554,0,663,Port P_2017,0.048265460030165915,2017
Port P,10,2018,144,20.46258367182177,1,787,Port P_2018,0.18297331639135958,2018
Port P,12.5,2018,159,20.46258367182177,1,787,Port P_2018,0.2020330368487929,2018
Port P,15,2018,159,20.46258367182177,1,787,Port P_2018,0.2020330368487929,2018
Port P,20,2018,134,20.46258367182177,1,787,Port P_2018,0.17026683608640406,2018
Port P,25,2018,101,20.46258367182177,1,787,Port P_2018,0.12833545108005082,2018
Port P,30,2018,60,20.46258367182177,1,787,Port P_2018,0.07623888182973317,2018
Port P,35,2018,30,20.46258367182177,1,787,Port P_2018,0.03811944091486658,2018
Tinder,10,1992,6,13.268406319413193,1,157,Tinder_1992,0.03821656050955414,1992
Tinder,12.5,1992,26,13.268406319413193,1,157,Tinder_1992,0.16560509554140126,1992
Tinder,15,1992,19,13.268406319413193,1,157,Tinder_1992,0.12101910828025478,1992
Tinder,20,1992,27,13.268406319413193,1,157,Tinder_1992,0.17197452229299362,1992
Tinder,25,1992,44,13.268406319413193,1,157,Tinder_1992,0.2802547770700637,1992
Tinder,30,1992,35,13.268406319413193,1,157,Tinder_1992,0.2229299363057325,1992
Tinder,12.5,1993,5,12.459033587462015,1,107,Tinder_1993,0.04672897196261682,1993
Tinder,15,1993,9,12.459033587462015,1,107,Tinder_1993,0.08411214953271028,1993
Tinder,20,1993,34,12.459033587462015,1,107,Tinder_1993,0.3177570093457944,1993
Tinder,25,1993,42,12.459033587462015,1,107,Tinder_1993,0.3925233644859813,1993
Tinder,30,1993,17,12.459033587462015,1,107,Tinder_1993,0.1588785046728972,1993
Tinder,10,1994,14,15.689164639259449,1,142,Tinder_1994,0.09859154929577464,1994
Tinder,12.5,1994,24,15.689164639259449,1,142,Tinder_1994,0.16901408450704225,1994
Tinder,15,1994,15,15.689164639259449,1,142,Tinder_1994,0.1056338028169014,1994
Tinder,20,1994,23,15.689164639259449,1,142,Tinder_1994,0.1619718309859155,1994
Tinder,25,1994,25,15.689164639259449,1,142,Tinder_1994,0.176056338028169,1994
Tinder,30,1994,22,15.689164639259449,1,142,Tinder_1994,0.15492957746478872,1994
Tinder,35,1994,19,15.689164639259449,1,142,Tinder_1994,0.13380281690140844,1994
Tinder,10,1995,1,13.4146663668255,1,48,Tinder_1995,0.020833333333333332,1995
Tinder,12.5,1995,3,13.4146663668255,1,48,Tinder_1995,0.0625,1995
Tinder,15,1995,6,13.4146663668255,1,48,Tinder_1995,0.125,1995
Tinder,20,1995,8,13.4146663668255,1,48,Tinder_1995,0.16666666666666666,1995
Tinder,25,1995,21,13.4146663668255,1,48,Tinder_1995,0.4375,1995
Tinder,30,1995,9,13.4146663668255,1,48,Tinder_1995,0.1875,1995
Tinder,12.5,1996,5,12.4383868187546,1,62,Tinder_1996,0.08064516129032258,1996
Tinder,15,1996,2,12.4383868187546,1,62,Tinder_1996,0.03225806451612903,1996
Tinder,20,1996,8,12.4383868187546,1,62,Tinder_1996,0.12903225806451613,1996
Tinder,25,1996,24,12.4383868187546,1,62,Tinder_1996,0.3870967741935484,1996
Tinder,30,1996,15,12.4383868187546,1,62,Tinder_1996,0.24193548387096775,1996
Tinder,35,1996,8,12.4383868187546,1,62,Tinder_1996,0.12903225806451613,1996
Tinder,10,1997,6,12.282936240405625,1,146,Tinder_1997,0.0410958904109589,1997
Tinder,12.5,1997,2,12.282936240405625,1,146,Tinder_1997,0.0136986301369863,1997
Tinder,15,1997,5,12.282936240405625,1,146,Tinder_1997,0.03424657534246575,1997
Tinder,20,1997,9,12.282936240405625,1,146,Tinder_1997,0.06164383561643835,1997
Tinder,25,1997,42,12.282936240405625,1,146,Tinder_1997,0.2876712328767123,1997
Tinder,30,1997,61,12.282936240405625,1,146,Tinder_1997,0.4178082191780822,1997
Tinder,35,1997,21,12.282936240405625,1,146,Tinder_1997,0.14383561643835616,1997
Tinder,15,1999,1,13.863534343591187,1,101,Tinder_1999,0.009900990099009901,1999
Tinder,20,1999,7,13.863534343591187,1,101,Tinder_1999,0.06930693069306931,1999
Tinder,25,1999,35,13.863534343591187,1,101,Tinder_1999,0.3465346534653465,1999
Tinder,30,1999,39,13.863534343591187,1,101,Tinder_1999,0.38613861386138615,1999
Tinder,35,1999,19,13.863534343591187,1,101,Tinder_1999,0.18811881188118812,1999
Tinder,15,2000,1,15.5363329860692,1,84,Tinder_2000,0.011904761904761904,2000
Tinder,20,2000,1,15.5363329860692,1,84,Tinder_2000,0.011904761904761904,2000
Tinder,25,2000,15,15.5363329860692,1,84,Tinder_2000,0.17857142857142858,2000
Tinder,30,2000,52,15.5363329860692,1,84,Tinder_2000,0.6190476190476191,2000
Tinder,35,2000,15,15.5363329860692,1,84,Tinder_2000,0.17857142857142858,2000
Tinder,10,2001,17,14.809587283336006,1,203,Tinder_2001,0.08374384236453201,2001
Tinder,12.5,2001,4,14.809587283336006,1,203,Tinder_2001,0.019704433497536946,2001
Tinder,15,2001,15,14.809587283336006,1,203,Tinder_2001,0.07389162561576355,2001
Tinder,20,2001,31,14.809587283336006,1,203,Tinder_2001,0.15270935960591134,2001
Tinder,25,2001,45,14.809587283336006,1,203,Tinder_2001,0.22167487684729065,2001
Tinder,30,2001,67,14.809587283336006,1,203,Tinder_2001,0.33004926108374383,2001
Tinder,35,2001,24,14.809587283336006,1,203,Tinder_2001,0.11822660098522167,2001
Tinder,10,2002,4,16.2949996357784,1,107,Tinder_2002,0.037383177570093455,2002
Tinder,12.5,2002,24,16.2949996357784,1,107,Tinder_2002,0.22429906542056074,2002
Tinder,15,2002,21,16.2949996357784,1,107,Tinder_2002,0.19626168224299065,2002
Tinder,20,2002,29,16.2949996357784,1,107,Tinder_2002,0.27102803738317754,2002
Tinder,25,2002,11,16.2949996357784,1,107,Tinder_2002,0.102803738317757,2002
Tinder,30,2002,18,16.2949996357784,1,107,Tinder_2002,0.16822429906542055,2002
Tinder,12.5,2004,16,15.6293544893664,1,135,Tinder_2004,0.11851851851851852,2004
Tinder,15,2004,18,15.6293544893664,1,135,Tinder_2004,0.13333333333333333,2004
Tinder,20,2004,28,15.6293544893664,1,135,Tinder_2004,0.2074074074074074,2004
Tinder,25,2004,42,15.6293544893664,1,135,Tinder_2004,0.3111111111111111,2004
Tinder,30,2004,31,15.6293544893664,1,135,Tinder_2004,0.22962962962962963,2004
Tinder,10,2005,49,14.6006663403163,1,331,Tinder_2005,0.14803625377643503,2005
Tinder,12.5,2005,74,14.6006663403163,1,331,Tinder_2005,0.22356495468277945,2005
Tinder,15,2005,49,14.6006663403163,1,331,Tinder_2005,0.14803625377643503,2005
Tinder,20,2005,63,14.6006663403163,1,331,Tinder_2005,0.1903323262839879,2005
Tinder,25,2005,56,14.6006663403163,1,331,Tinder_2005,0.1691842900302115,2005
Tinder,30,2005,40,14.6006663403163,1,331,Tinder_2005,0.12084592145015106,2005
Tinder,10,2006,16,15.64615627167332,1,304,Tinder_2006,0.05263157894736842,2006
Tinder,12.5,2006,41,15.64615627167332,1,304,Tinder_2006,0.13486842105263158,2006
Tinder,15,2006,66,15.64615627167332,1,304,Tinder_2006,0.21710526315789475,2006
Tinder,20,2006,84,15.64615627167332,1,304,Tinder_2006,0.27631578947368424,2006
Tinder,25,2006,60,15.64615627167332,1,304,Tinder_2006,0.19736842105263158,2006
Tinder,30,2006,37,15.64615627167332,1,304,Tinder_2006,0.12171052631578948,2006
Tinder,10,2007,33,16.8829028484442,1,221,Tinder_2007,0.1493212669683258,2007
Tinder,12.5,2007,52,16.8829028484442,1,221,Tinder_2007,0.23529411764705882,2007
Tinder,15,2007,34,16.8829028484442,1,221,Tinder_2007,0.15384615384615385,2007
Tinder,20,2007,41,16.8829028484442,1,221,Tinder_2007,0.18552036199095023,2007
Tinder,25,2007,42,16.8829028484442,1,221,Tinder_2007,0.19004524886877827,2007
Tinder,30,2007,19,16.8829028484442,1,221,Tinder_2007,0.08597285067873303,2007
Tinder,10,2008,9,16.2648383461299,1,284,Tinder_2008,0.03169014084507042,2008
Tinder,12.5,2008,57,16.2648383461299,1,284,Tinder_2008,0.2007042253521127,2008
Tinder,15,2008,65,16.2648383461299,1,284,Tinder_2008,0.22887323943661972,2008
Tinder,20,2008,68,16.2648383461299,1,284,Tinder_2008,0.23943661971830985,2008
Tinder,25,2008,43,16.2648383461299,1,284,Tinder_2008,0.15140845070422534,2008
Tinder,30,2008,42,16.2648383461299,1,284,Tinder_2008,0.14788732394366197,2008
Tinder,10,2009,20,15.6832254559042,1,242,Tinder_2009,0.08264462809917356,2009
Tinder,12.5,2009,35,15.6832254559042,1,242,Tinder_2009,0.1446280991735537,2009
Tinder,15,2009,56,15.6832254559042,1,242,Tinder_2009,0.23140495867768596,2009
Tinder,20,2009,51,15.6832254559042,1,242,Tinder_2009,0.21074380165289255,2009
Tinder,25,2009,49,15.6832254559042,1,242,Tinder_2009,0.2024793388429752,2009
Tinder,30,2009,31,15.6832254559042,1,242,Tinder_2009,0.128099173553719,2009
Tinder,10,2010,45,16.8099996242672,1,397,Tinder_2010,0.11335012594458438,2010
Tinder,12.5,2010,68,16.8099996242672,1,397,Tinder_2010,0.1712846347607053,2010
Tinder,15,2010,70,16.8099996242672,1,397,Tinder_2010,0.17632241813602015,2010
Tinder,20,2010,88,16.8099996242672,1,397,Tinder_2010,0.2216624685138539,2010
Tinder,25,2010,73,16.8099996242672,1,397,Tinder_2010,0.18387909319899245,2010
Tinder,30,2010,53,16.8099996242672,1,397,Tinder_2010,0.13350125944584382,2010
Tinder,10,2011,28,15.704384249594103,1,360,Tinder_2011,0.07777777777777778,2011
Tinder,12.5,2011,38,15.704384249594103,1,360,Tinder_2011,0.10555555555555556,2011
Tinder,15,2011,69,15.704384249594103,1,360,Tinder_2011,0.19166666666666668,2011
Tinder,20,2011,66,15.704384249594103,1,360,Tinder_2011,0.18333333333333332,2011
Tinder,25,2011,76,15.704384249594103,1,360,Tinder_2011,0.2111111111111111,2011
Tinder,30,2011,56,15.704384249594103,1,360,Tinder_2011,0.15555555555555556,2011
Tinder,35,2011,27,15.704384249594103,1,360,Tinder_2011,0.075,2011
Tinder,10,2012,17,17.4503444375406,1,191,Tinder_2012,0.08900523560209424,2012
Tinder,12.5,2012,13,17.4503444375406,1,191,Tinder_2012,0.06806282722513089,2012
Tinder,15,2012,17,17.4503444375406,1,191,Tinder_2012,0.08900523560209424,2012
Tinder,20,2012,43,17.4503444375406,1,191,Tinder_2012,0.225130890052356,2012
Tinder,25,2012,51,17.4503444375406,1,191,Tinder_2012,0.2670157068062827,2012
Tinder,30,2012,37,17.4503444375406,1,191,Tinder_2012,0.193717277486911,2012
Tinder,35,2012,13,17.4503444375406,1,191,Tinder_2012,0.06806282722513089,2012
Tinder,10,2013,3,16.9045157511869,1,341,Tinder_2013,0.008797653958944282,2013
Tinder,12.5,2013,20,16.9045157511869,1,341,Tinder_2013,0.05865102639296188,2013
Tinder,15,2013,47,16.9045157511869,1,341,Tinder_2013,0.1378299120234604,2013
Tinder,20,2013,70,16.9045157511869,1,341,Tinder_2013,0.20527859237536658,2013
Tinder,25,2013,87,16.9045157511869,1,341,Tinder_2013,0.25513196480938416,2013
Tinder,30,2013,67,16.9045157511869,1,341,Tinder_2013,0.19648093841642228,2013
Tinder,35,2013,47,16.9045157511869,1,341,Tinder_2013,0.1378299120234604,2013
Tinder,7.5,2014,10,16.2741931846305,1,286,Tinder_2014,0.03496503496503497,2014
Tinder,10,2014,22,16.2741931846305,1,286,Tinder_2014,0.07692307692307693,2014
Tinder,12.5,2014,26,16.2741931846305,1,286,Tinder_2014,0.09090909090909091,2014
Tinder,15,2014,38,16.2741931846305,1,286,Tinder_2014,0.13286713286713286,2014
Tinder,20,2014,54,16.2741931846305,1,286,Tinder_2014,0.1888111888111888,2014
Tinder,25,2014,57,16.2741931846305,1,286,Tinder_2014,0.1993006993006993,2014
Tinder,30,2014,48,16.2741931846305,1,286,Tinder_2014,0.16783216783216784,2014
Tinder,35,2014,31,16.2741931846305,1,286,Tinder_2014,0.10839160839160839,2014
Tinder,10,2015,20,13.232902930028,1,173,Tinder_2015,0.11560693641618497,2015
Tinder,12.5,2015,27,13.232902930028,1,173,Tinder_2015,0.15606936416184972,2015
Tinder,15,2015,35,13.232902930028,1,173,Tinder_2015,0.2023121387283237,2015
Tinder,20,2015,43,13.232902930028,1,173,Tinder_2015,0.24855491329479767,2015
Tinder,25,2015,28,13.232902930028,1,173,Tinder_2015,0.16184971098265896,2015
Tinder,30,2015,20,13.232902930028,1,173,Tinder_2015,0.11560693641618497,2015
Tinder,7.5,2016,21,18.313870558395,1,183,Tinder_2016,0.11475409836065574,2016
Tinder,10,2016,25,18.313870558395,1,183,Tinder_2016,0.1366120218579235,2016
Tinder,12.5,2016,26,18.313870558395,1,183,Tinder_2016,0.14207650273224043,2016
Tinder,15,2016,37,18.313870558395,1,183,Tinder_2016,0.20218579234972678,2016
Tinder,20,2016,38,18.313870558395,1,183,Tinder_2016,0.20765027322404372,2016
Tinder,25,2016,36,18.313870558395,1,183,Tinder_2016,0.19672131147540983,2016
Tinder,10,2017,38,16.8848383322719,1,345,Tinder_2017,0.11014492753623188,2017
Tinder,12.5,2017,60,16.8848383322719,1,345,Tinder_2017,0.17391304347826086,2017
Tinder,15,2017,81,16.8848383322719,1,345,Tinder_2017,0.23478260869565218,2017
Tinder,20,2017,62,16.8848383322719,1,345,Tinder_2017,0.17971014492753623,2017
Tinder,25,2017,44,16.8848383322719,1,345,Tinder_2017,0.12753623188405797,2017
Tinder,30,2017,41,16.8848383322719,1,345,Tinder_2017,0.11884057971014493,2017
Tinder,35,2017,19,16.8848383322719,1,345,Tinder_2017,0.05507246376811594,2017
Tinder,10,2018,44,17.174832046715142,1,211,Tinder_2018,0.20853080568720378,2018
Tinder,12.5,2018,13,17.174832046715142,1,211,Tinder_2018,0.061611374407582936,2018
Tinder,15,2018,44,17.174832046715142,1,211,Tinder_2018,0.20853080568720378,2018
Tinder,20,2018,56,17.174832046715142,1,211,Tinder_2018,0.26540284360189575,2018
Tinder,25,2018,28,17.174832046715142,1,211,Tinder_2018,0.13270142180094788,2018
Tinder,30,2018,20,17.174832046715142,1,211,Tinder_2018,0.0947867298578199,2018
Tinder,35,2018,6,17.174832046715142,1,211,Tinder_2018,0.02843601895734597,2018
