population,date,year,month,sst_mean
-43_146,1992-01-16,1992,1,14.277862548828125
-43_146,1992-02-15,1992,2,14.312305450439453
-43_146,1992-03-16,1992,3,14.87911605834961
-43_146,1992-04-16,1992,4,13.588268280029297
-43_146,1992-05-16,1992,5,12.942322731018066
-43_146,1992-06-16,1992,6,12.329099655151367
-43_146,1992-07-16,1992,7,11.52506160736084
-43_146,1992-08-16,1992,8,11.616853713989258
-43_146,1992-09-16,1992,9,10.909626007080078
-43_146,1992-10-16,1992,10,11.578073501586914
-43_146,1992-11-16,1992,11,12.407899856567383
-43_146,1992-12-16,1992,12,13.706811904907227
-43_146,1993-01-16,1993,1,14.655845642089844
-43_146,1993-02-15,1993,2,15.016864776611328
-43_146,1993-03-16,1993,3,15.09465503692627
-43_146,1993-04-16,1993,4,13.971893310546875
-43_146,1993-05-16,1993,5,12.965572357177734
-43_146,1993-06-16,1993,6,12.273099899291992
-43_146,1993-07-16,1993,7,11.550936698913574
-43_146,1993-08-16,1993,8,11.606979370117188
-43_146,1993-09-16,1993,9,11.039751052856445
-43_146,1993-10-16,1993,10,11.65157413482666
-43_146,1993-11-16,1993,11,12.028552055358887
-43_146,1993-12-16,1993,12,13.367766380310059
-43_146,1994-01-16,1994,1,13.614187240600586
-43_146,1994-02-15,1994,2,15.356115341186523
-43_146,1994-03-16,1994,3,14.679511070251465
-43_146,1994-04-16,1994,4,13.918268203735352
-43_146,1994-05-16,1994,5,12.925573348999023
-43_146,1994-06-16,1994,6,12.191474914550781
-43_146,1994-07-16,1994,7,11.456311225891113
-43_146,1994-08-16,1994,8,11.370353698730469
-43_146,1994-09-16,1994,9,10.689376831054688
-43_146,1994-10-16,1994,10,11.315948486328125
-43_146,1994-11-16,1994,11,11.825302124023438
-43_146,1994-12-16,1994,12,13.492094039916992
-43_146,1995-01-16,1995,1,14.589899063110352
-43_146,1995-02-15,1995,2,15.194059371948242
-43_146,1995-03-16,1995,3,14.751197814941406
-43_146,1995-04-16,1995,4,13.119016647338867
-43_146,1995-05-16,1995,5,12.233823776245117
-43_146,1995-06-16,1995,6,11.910599708557129
-43_146,1995-07-16,1995,7,11.395561218261719
-43_146,1995-08-16,1995,8,11.019853591918945
-43_146,1995-09-16,1995,9,10.462251663208008
-43_146,1995-10-16,1995,10,11.115448951721191
-43_146,1995-11-16,1995,11,11.936552047729492
-43_146,1995-12-16,1995,12,12.5180082321167
-43_146,1996-01-16,1996,1,14.140697479248047
-43_146,1996-02-15,1996,2,14.604364395141602
-43_146,1996-03-16,1996,3,14.402436256408691
-43_146,1996-04-16,1996,4,13.3871431350708
-43_146,1996-05-16,1996,5,12.589948654174805
-43_146,1996-06-16,1996,6,12.068849563598633
-43_146,1996-07-16,1996,7,11.706936836242676
-43_146,1996-08-16,1996,8,11.594728469848633
-43_146,1996-09-16,1996,9,10.782001495361328
-43_146,1996-10-16,1996,10,11.013949394226074
-43_146,1996-11-16,1996,11,11.424676895141602
-43_146,1996-12-16,1996,12,12.24500846862793
-43_146,1997-01-16,1997,1,13.802995681762695
-43_146,1997-02-15,1997,2,15.022232055664063
-43_146,1997-03-16,1997,3,14.935744285583496
-43_146,1997-04-16,1997,4,13.668624877929688
-43_146,1997-05-16,1997,5,13.113490104675293
-43_146,1997-06-16,1997,6,12.484600067138672
-43_146,1997-07-16,1997,7,11.852436065673828
-43_146,1997-08-16,1997,8,11.649229049682617
-43_146,1997-09-16,1997,9,11.234626770019531
-43_146,1997-10-16,1997,10,12.196949005126953
-43_146,1997-11-16,1997,11,12.574176788330078
-43_146,1997-12-16,1997,12,13.713882446289063
-43_146,1998-01-16,1998,1,14.813384056091309
-43_146,1998-02-15,1998,2,15.215615272521973
-43_146,1998-03-16,1998,3,14.765116691589355
-43_146,1998-04-16,1998,4,13.79876708984375
-43_146,1998-05-16,1998,5,13.257823944091797
-43_146,1998-06-16,1998,6,12.812475204467773
-43_146,1998-07-16,1998,7,12.15356159210205
-43_146,1998-08-16,1998,8,12.075979232788086
-43_146,1998-09-16,1998,9,11.341001510620117
-43_146,1998-10-16,1998,10,11.96307373046875
-43_146,1998-11-16,1998,11,12.290302276611328
-43_146,1998-12-16,1998,12,13.85588264465332
-43_146,1999-01-16,1999,1,14.940494537353516
-43_146,1999-02-15,1999,2,15.610740661621094
-43_146,1999-03-16,1999,3,15.653491020202637
-43_146,1999-04-16,1999,4,14.20251750946045
-43_146,1999-05-16,1999,5,13.505447387695313
-43_146,1999-06-16,1999,6,12.990850448608398
-43_146,1999-07-16,1999,7,12.233061790466309
-43_146,1999-08-16,1999,8,11.86385440826416
-43_146,1999-09-16,1999,9,11.387500762939453
-43_146,1999-10-16,1999,10,12.115324020385742
-43_146,1999-11-16,1999,11,12.519678115844727
-43_146,1999-12-16,1999,12,13.548507690429688
-43_146,2000-01-16,2000,1,14.558740615844727
-43_146,2000-02-15,2000,2,15.639776229858398
-43_146,2000-03-16,2000,3,15.193268775939941
-43_146,2000-04-16,2000,4,14.399330139160156
-43_146,2000-05-16,2000,5,13.532757759094238
-43_146,2000-06-16,2000,6,12.817655563354492
-43_146,2000-07-16,2000,7,12.05535888671875
-43_146,2000-08-16,2000,8,12.013011932373047
-43_146,2000-09-16,2000,9,11.439477920532227
-43_146,2000-10-16,2000,10,12.021044731140137
-43_146,2000-11-16,2000,11,13.169493675231934
-43_146,2000-12-16,2000,12,14.165231704711914
-43_146,2001-01-16,2001,1,14.950700759887695
-43_146,2001-02-15,2001,2,16.112918853759766
-43_146,2001-03-16,2001,3,15.996537208557129
-43_146,2001-04-16,2001,4,14.975492477416992
-43_146,2001-05-16,2001,5,14.074655532836914
-43_146,2001-06-16,2001,6,13.271707534790039
-43_146,2001-07-16,2001,7,12.17888069152832
-43_146,2001-08-16,2001,8,11.996854782104492
-43_146,2001-09-16,2001,9,11.900918006896973
-43_146,2001-10-16,2001,10,12.155416488647461
-43_146,2001-11-16,2001,11,12.316055297851563
-43_146,2001-12-16,2001,12,13.264726638793945
-43_146,2002-01-16,2002,1,13.887710571289063
-43_146,2002-02-15,2002,2,14.649580001831055
-43_146,2002-03-16,2002,3,14.892266273498535
-43_146,2002-04-16,2002,4,14.069234848022461
-43_146,2002-05-16,2002,5,13.617399215698242
-43_146,2002-06-16,2002,6,12.774092674255371
-43_146,2002-07-16,2002,7,12.157305717468262
-43_146,2002-08-16,2002,8,11.925320625305176
-43_146,2002-09-16,2002,9,11.47906494140625
-43_146,2002-10-16,2002,10,12.210638999938965
-43_146,2002-11-16,2002,11,12.218992233276367
-43_146,2002-12-16,2002,12,13.092514038085938
-43_146,2003-01-16,2003,1,13.990007400512695
-43_146,2003-02-15,2003,2,15.272279739379883
-43_146,2003-03-16,2003,3,14.87894058227539
-43_146,2003-04-16,2003,4,13.999518394470215
-43_146,2003-05-16,2003,5,13.151580810546875
-43_146,2003-06-16,2003,6,12.66263198852539
-43_146,2003-07-16,2003,7,11.69678783416748
-43_146,2003-08-16,2003,8,11.67167854309082
-43_146,2003-09-16,2003,9,11.133304595947266
-43_146,2003-10-16,2003,10,11.414495468139648
-43_146,2003-11-16,2003,11,12.056049346923828
-43_146,2003-12-16,2003,12,13.406744956970215
-43_146,2004-01-16,2004,1,14.162078857421875
-43_146,2004-02-15,2004,2,14.734733581542969
-43_146,2004-03-16,2004,3,14.880875587463379
-43_146,2004-04-16,2004,4,14.152032852172852
-43_146,2004-05-16,2004,5,12.843536376953125
-43_146,2004-06-16,2004,6,12.252527236938477
-43_146,2004-07-16,2004,7,11.636686325073242
-43_146,2004-08-16,2004,8,11.486398696899414
-43_146,2004-09-16,2004,9,11.149150848388672
-43_146,2004-10-16,2004,10,11.306772232055664
-43_146,2004-11-16,2004,11,12.316949844360352
-43_146,2004-12-16,2004,12,13.403448104858398
-43_146,2005-01-16,2005,1,14.373424530029297
-43_146,2005-02-15,2005,2,14.831390380859375
-43_146,2005-03-16,2005,3,14.538275718688965
-43_146,2005-04-16,2005,4,13.903331756591797
-43_146,2005-05-16,2005,5,12.921634674072266
-43_146,2005-06-16,2005,6,12.612777709960938
-43_146,2005-07-16,2005,7,12.031445503234863
-43_146,2005-08-16,2005,8,11.714554786682129
-43_146,2005-09-16,2005,9,11.275701522827148
-43_146,2005-10-16,2005,10,12.051800727844238
-43_146,2005-11-16,2005,11,12.61567497253418
-43_146,2005-12-16,2005,12,13.683608055114746
-43_146,2006-01-16,2006,1,14.45456600189209
-43_146,2006-02-15,2006,2,14.914318084716797
-43_146,2006-03-16,2006,3,15.332589149475098
-43_146,2006-04-16,2006,4,14.264400482177734
-43_146,2006-05-16,2006,5,12.70736312866211
-43_146,2006-06-16,2006,6,12.327861785888672
-43_146,2006-07-16,2006,7,11.615750312805176
-43_146,2006-08-16,2006,8,11.535421371459961
-43_146,2006-09-16,2006,9,11.113250732421875
-43_146,2006-10-16,2006,10,11.746420860290527
-43_146,2006-11-16,2006,11,12.363872528076172
-43_146,2006-12-16,2006,12,13.40226936340332
-43_146,2007-01-16,2007,1,14.37914752960205
-43_146,2007-02-15,2007,2,15.395942687988281
-43_146,2007-03-16,2007,3,15.426446914672852
-43_146,2007-04-16,2007,4,14.090056419372559
-43_146,2007-05-16,2007,5,13.191621780395508
-43_146,2007-06-16,2007,6,12.636913299560547
-43_146,2007-07-16,2007,7,11.522286415100098
-43_146,2007-08-16,2007,8,11.614263534545898
-43_146,2007-09-16,2007,9,11.205162048339844
-43_146,2007-10-16,2007,10,11.731937408447266
-43_146,2007-11-16,2007,11,12.795183181762695
-43_146,2007-12-16,2007,12,13.805389404296875
-43_146,2008-01-16,2008,1,14.63994026184082
-43_146,2008-02-15,2008,2,15.171966552734375
-43_146,2008-03-16,2008,3,15.322546005249023
-43_146,2008-04-16,2008,4,14.352489471435547
-43_146,2008-05-16,2008,5,13.394512176513672
-43_146,2008-06-16,2008,6,12.884765625
-43_146,2008-07-16,2008,7,11.91175365447998
-43_146,2008-08-16,2008,8,11.564783096313477
-43_146,2008-09-16,2008,9,11.108148574829102
-43_146,2008-10-16,2008,10,11.860433578491211
-43_146,2008-11-16,2008,11,12.478780746459961
-43_146,2008-12-16,2008,12,13.419717788696289
-43_146,2009-01-16,2009,1,14.436800003051758
-43_146,2009-02-15,2009,2,15.266077041625977
-43_146,2009-03-16,2009,3,15.068028450012207
-43_146,2009-04-16,2009,4,14.370758056640625
-43_146,2009-05-16,2009,5,12.953868865966797
-43_146,2009-06-16,2009,6,12.851369857788086
-43_146,2009-07-16,2009,7,12.232295989990234
-43_146,2009-08-16,2009,8,11.87666130065918
-43_146,2009-09-16,2009,9,11.322206497192383
-43_146,2009-10-16,2009,10,11.634195327758789
-43_146,2009-11-16,2009,11,12.512855529785156
-43_146,2009-12-16,2009,12,13.671501159667969
-43_146,2010-01-16,2010,1,14.729337692260742
-43_146,2010-02-15,2010,2,16.120426177978516
-43_146,2010-03-16,2010,3,15.850666999816895
-43_146,2010-04-16,2010,4,14.53335189819336
-43_146,2010-05-16,2010,5,13.390640258789063
-43_146,2010-06-16,2010,6,12.941408157348633
-43_146,2010-07-16,2010,7,12.084806442260742
-43_146,2010-08-16,2010,8,11.849554061889648
-43_146,2010-09-16,2010,9,11.206013679504395
-43_146,2010-10-16,2010,10,11.490233421325684
-43_146,2010-11-16,2010,11,12.439035415649414
-43_146,2010-12-16,2010,12,13.612115859985352
-43_146,2011-01-16,2011,1,14.560050964355469
-43_146,2011-02-15,2011,2,15.03996467590332
-43_146,2011-03-16,2011,3,15.023571968078613
-43_146,2011-04-16,2011,4,14.462890625
-43_146,2011-05-16,2011,5,13.463183403015137
-43_146,2011-06-16,2011,6,12.886415481567383
-43_146,2011-07-16,2011,7,11.970824241638184
-43_146,2011-08-16,2011,8,11.948127746582031
-43_146,2011-09-16,2011,9,11.420448303222656
-43_146,2011-10-16,2011,10,12.054439544677734
-43_146,2011-11-16,2011,11,12.479537010192871
-43_146,2011-12-16,2011,12,14.08979606628418
-43_146,2012-01-16,2012,1,15.069685935974121
-43_146,2012-02-15,2012,2,15.581094741821289
-43_146,2012-03-16,2012,3,15.110634803771973
-43_146,2012-04-16,2012,4,14.394388198852539
-43_146,2012-05-16,2012,5,13.344035148620605
-43_146,2012-06-16,2012,6,12.551776885986328
-43_146,2012-07-16,2012,7,12.035918235778809
-43_146,2012-08-16,2012,8,11.592098236083984
-43_146,2012-09-16,2012,9,11.27493667602539
-43_146,2012-10-16,2012,10,11.857791900634766
-43_146,2012-11-16,2012,11,12.415950775146484
-43_146,2012-12-16,2012,12,13.652627944946289
-43_146,2013-01-16,2013,1,14.31622314453125
-43_146,2013-02-15,2013,2,15.75223159790039
-43_146,2013-03-16,2013,3,15.791425704956055
-43_146,2013-04-16,2013,4,14.82448959350586
-43_146,2013-05-16,2013,5,13.653302192687988
-43_146,2013-06-16,2013,6,13.222192764282227
-43_146,2013-07-16,2013,7,12.121049880981445
-43_146,2013-08-16,2013,8,11.70127010345459
-43_146,2013-09-16,2013,9,11.230350494384766
-43_146,2013-10-16,2013,10,11.623458862304688
-43_146,2013-11-16,2013,11,12.466878890991211
-43_146,2013-12-16,2013,12,13.363628387451172
-43_146,2014-01-16,2014,1,13.732361793518066
-43_146,2014-02-15,2014,2,15.21548843383789
-43_146,2014-03-16,2014,3,15.1668119430542
-43_146,2014-04-16,2014,4,14.452180862426758
-43_146,2014-05-16,2014,5,13.288127899169922
-43_146,2014-06-16,2014,6,13.03616714477539
-43_146,2014-07-16,2014,7,12.025046348571777
-43_146,2014-08-16,2014,8,11.857276916503906
-43_146,2014-09-16,2014,9,11.255949020385742
-43_146,2014-10-16,2014,10,12.07296371459961
-43_146,2014-11-16,2014,11,12.467562675476074
-43_146,2014-12-16,2014,12,13.738780975341797
-43_146,2015-01-16,2015,1,14.815423011779785
-43_146,2015-02-15,2015,2,15.794520378112793
-43_146,2015-03-16,2015,3,15.069680213928223
-43_146,2015-04-16,2015,4,14.437472343444824
-43_146,2015-05-16,2015,5,12.811601638793945
-43_146,2015-06-16,2015,6,12.498367309570313
-43_146,2015-07-16,2015,7,12.086277961730957
-43_146,2015-08-16,2015,8,11.57321548461914
-43_146,2015-09-16,2015,9,11.345705032348633
-43_146,2015-10-16,2015,10,12.323461532592773
-43_146,2015-11-16,2015,11,13.000761032104492
-43_146,2015-12-16,2015,12,14.110330581665039
-43_146,2016-01-16,2016,1,15.730222702026367
-43_146,2016-02-15,2016,2,16.128084182739258
-43_146,2016-03-16,2016,3,15.895329475402832
-43_146,2016-04-16,2016,4,14.829849243164063
-43_146,2016-05-16,2016,5,13.810504913330078
-43_146,2016-06-16,2016,6,12.846214294433594
-43_146,2016-07-16,2016,7,11.787436485290527
-43_146,2016-08-16,2016,8,11.560771942138672
-43_146,2016-09-16,2016,9,11.795059204101563
-43_146,2016-10-16,2016,10,12.057571411132813
-43_146,2016-11-16,2016,11,12.08958625793457
-43_146,2016-12-16,2016,12,13.39017105102539
-43_146,2017-01-16,2017,1,14.820436477661133
-43_146,2017-02-15,2017,2,15.149635314941406
-43_146,2017-03-16,2017,3,15.589964866638184
-43_146,2017-04-16,2017,4,14.704681396484375
-43_146,2017-05-16,2017,5,13.672977447509766
-43_146,2017-06-16,2017,6,13.002724647521973
-43_146,2017-07-16,2017,7,12.22909164428711
-43_146,2017-08-16,2017,8,12.04832649230957
-43_146,2017-09-16,2017,9,11.245794296264648
-43_146,2017-10-16,2017,10,12.105903625488281
-43_146,2017-11-16,2017,11,13.051239013671875
-43_146,2017-12-16,2017,12,14.305386543273926
-43_146,2018-01-16,2018,1,15.499351501464844
-43_146,2018-02-15,2018,2,16.03982925415039
-43_146,2018-03-16,2018,3,15.538469314575195
-43_146,2018-04-16,2018,4,14.418622016906738
-43_146,2018-05-16,2018,5,13.218320846557617
-43_146,2018-06-16,2018,6,12.539201736450195
-43_146,2018-07-16,2018,7,11.8832426071167
-43_146,2018-08-16,2018,8,12.02629280090332
-43_146,2018-09-16,2018,9,11.134380340576172
-43_146,2018-10-16,2018,10,12.019338607788086
-43_146,2018-11-16,2018,11,12.857804298400879
-43_146,2018-12-16,2018,12,14.229829788208008
-43_146,2019-01-16,2019,1,15.618894577026367
-43_146,2019-02-15,2019,2,15.924701690673828
-43_146,2019-03-16,2019,3,15.17408275604248
-43_146,2019-04-16,2019,4,14.439285278320313
-43_146,2019-05-16,2019,5,12.980145454406738
-43_146,2019-06-16,2019,6,12.514472007751465
-43_146,2019-07-16,2019,7,11.720670700073242
-43_146,2019-08-16,2019,8,11.519844055175781
-43_146,2019-09-16,2019,9,11.027612686157227
-43_146,2019-10-16,2019,10,11.941447257995605
-43_146,2019-11-16,2019,11,12.476346015930176
-43_146,2019-12-16,2019,12,13.22226619720459
-43_146,2020-01-16,2020,1,14.459892272949219
-43_146,2020-02-15,2020,2,14.756271362304688
-43_146,2020-03-16,2020,3,15.12592887878418
-43_146,2020-04-16,2020,4,13.917729377746582
-43_146,2020-05-16,2020,5,12.615257263183594
-43_146,2020-06-16,2020,6,12.560604095458984
-43_146,2020-07-16,2020,7,12.227349281311035
-43_146,2020-08-16,2020,8,11.81247329711914
-43_146,2020-09-16,2020,9,11.466741561889648
-43_146,2020-10-16,2020,10,12.014426231384277
-43_146,2020-11-16,2020,11,13.077378273010254
-43_146,2020-12-16,2020,12,13.770561218261719
-43_146,2021-01-16,2021,1,15.454495429992676
-43_146,2021-02-15,2021,2,15.274502754211426
-43_146,2021-03-16,2021,3,14.857912063598633
-43_146,2021-04-16,2021,4,14.386458396911621
-43_146,2021-05-16,2021,5,13.542608261108398
-43_146,2021-06-16,2021,6,12.928211212158203
-43_146,2021-07-16,2021,7,12.466341972351074
-43_146,2021-08-16,2021,8,12.073539733886719
-43_146,2021-09-16,2021,9,11.647964477539063
-43_146,2021-10-16,2021,10,12.025168418884277
-43_146,2021-11-16,2021,11,12.860905647277832
-43_146,2021-12-16,2021,12,13.884706497192383
-43_146,2022-01-16,2022,1,15.279799461364746
-43_146,2022-02-15,2022,2,16.041582107543945
-43_146,2022-03-16,2022,3,16.552715301513672
-43_146,2022-04-16,2022,4,14.740789413452148
-43_146,2022-05-16,2022,5,14.023337364196777
-43_146,2022-06-16,2022,6,13.281425476074219
-43_146,2022-07-16,2022,7,12.552008628845215
-43_146,2022-08-16,2022,8,12.310275077819824
-43_146,2022-09-16,2022,9,11.665802955627441
-43_146,2022-10-16,2022,10,12.278016090393066
-43_146,2022-11-16,2022,11,13.076587677001953
-43_146,2022-12-16,2022,12,14.046424865722656
-43_146,2023-01-16,2023,1,15.99174976348877
-43_146,2023-02-15,2023,2,16.296714782714844
-43_146,2023-03-16,2023,3,15.733054161071777
-43_146,2023-04-16,2023,4,14.826292991638184
-43_146,2023-05-16,2023,5,13.9066162109375
-43_146,2023-06-16,2023,6,13.135278701782227
-43_146,2023-07-16,2023,7,12.60464096069336
-43_146,2023-08-16,2023,8,12.37116813659668
-43_146,2023-09-16,2023,9,11.78174114227295
-43_146,2023-10-16,2023,10,12.413783073425293
-43_146,2023-11-16,2023,11,13.143765449523926
-43_146,2023-12-16,2023,12,14.58077621459961
-43_146,2024-01-16,2024,1,15.125032424926758
-43_146,2024-02-15,2024,2,15.833478927612305
-43_146,2024-03-16,2024,3,15.666625022888184
-43_146,2024-04-16,2024,4,14.707311630249023
-43_146,2024-05-16,2024,5,13.42405891418457
-43_146,2024-06-16,2024,6,13.007776260375977
-43_146,2024-07-16,2024,7,12.303277969360352
-43_146,2024-08-16,2024,8,12.107192993164063
-43_146,2024-09-16,2024,9,11.417991638183594
-43_146,2024-10-16,2024,10,12.056584358215332
-43_146,2024-11-16,2024,11,12.984535217285156
-43_146,2024-12-16,2024,12,14.348360061645508
-43_146,2025-01-16,2025,1,15.361236572265625
-43_146,2025-02-15,2025,2,16.507022857666016
-43_146,2025-03-16,2025,3,16.07137680053711
-43_146,2025-04-16,2025,4,15.122417449951172
-43_146,2025-05-16,2025,5,14.153675079345703
-43_146,2025-06-16,2025,6,13.378337860107422
-43_146,2025-07-16,2025,7,12.779400825500488
-43_146,2025-08-16,2025,8,12.112611770629883
-43_146,2025-09-16,2025,9,11.714431762695313
-43_146,2025-10-16,2025,10,12.043692588806152
-43_146,2025-11-16,2025,11,12.525045394897461
-43_146,2025-12-16,2025,12,13.463363647460938
-43_147,1992-01-16,1992,1,14.556750297546387
-43_147,1992-02-15,1992,2,14.601682662963867
-43_147,1992-03-16,1992,3,15.141693115234375
-43_147,1992-04-16,1992,4,13.86462116241455
-43_147,1992-05-16,1992,5,13.18106460571289
-43_147,1992-06-16,1992,6,12.495887756347656
-43_147,1992-07-16,1992,7,11.777923583984375
-43_147,1992-08-16,1992,8,11.814314842224121
-43_147,1992-09-16,1992,9,11.156137466430664
-43_147,1992-10-16,1992,10,11.81980037689209
-43_147,1992-11-16,1992,11,12.558060646057129
-43_147,1992-12-16,1992,12,13.87380599975586
-43_147,1993-01-16,1993,1,14.878058433532715
-43_147,1993-02-15,1993,2,15.194991111755371
-43_147,1993-03-16,1993,3,15.321231842041016
-43_147,1993-04-16,1993,4,14.30638313293457
-43_147,1993-05-16,1993,5,13.22945785522461
-43_147,1993-06-16,1993,6,12.437636375427246
-43_147,1993-07-16,1993,7,11.81304931640625
-43_147,1993-08-16,1993,8,11.840188980102539
-43_147,1993-09-16,1993,9,11.337761878967285
-43_147,1993-10-16,1993,10,12.019783973693848
-43_147,1993-11-16,1993,11,12.295061111450195
-43_147,1993-12-16,1993,12,13.628135681152344
-43_147,1994-01-16,1994,1,13.908574104309082
-43_147,1994-02-15,1994,2,15.667073249816895
-43_147,1994-03-16,1994,3,14.965734481811523
-43_147,1994-04-16,1994,4,14.154495239257813
-43_147,1994-05-16,1994,5,13.064189910888672
-43_147,1994-06-16,1994,6,12.265886306762695
-43_147,1994-07-16,1994,7,11.626548767089844
-43_147,1994-08-16,1994,8,11.502315521240234
-43_147,1994-09-16,1994,9,10.846512794494629
-43_147,1994-10-16,1994,10,11.478924751281738
-43_147,1994-11-16,1994,11,12.049935340881348
-43_147,1994-12-16,1994,12,13.733213424682617
-43_147,1995-01-16,1995,1,14.836039543151855
-43_147,1995-02-15,1995,2,15.35581111907959
-43_147,1995-03-16,1995,3,15.058935165405273
-43_147,1995-04-16,1995,4,13.394370079040527
-43_147,1995-05-16,1995,5,12.431564331054688
-43_147,1995-06-16,1995,6,12.098260879516602
-43_147,1995-07-16,1995,7,11.666923522949219
-43_147,1995-08-16,1995,8,11.242315292358398
-43_147,1995-09-16,1995,9,10.739136695861816
-43_147,1995-10-16,1995,10,11.4485502243042
-43_147,1995-11-16,1995,11,12.200685501098633
-43_147,1995-12-16,1995,12,12.682251930236816
-43_147,1996-01-16,1996,1,14.368861198425293
-43_147,1996-02-15,1996,2,14.82286548614502
-43_147,1996-03-16,1996,3,14.648340225219727
-43_147,1996-04-16,1996,4,13.626495361328125
-43_147,1996-05-16,1996,5,12.752313613891602
-43_147,1996-06-16,1996,6,12.223636627197266
-43_147,1996-07-16,1996,7,11.825298309326172
-43_147,1996-08-16,1996,8,11.625189781188965
-43_147,1996-09-16,1996,9,10.854137420654297
-43_147,1996-10-16,1996,10,11.188799858093262
-43_147,1996-11-16,1996,11,11.635810852050781
-43_147,1996-12-16,1996,12,12.489253044128418
-43_147,1997-01-16,1997,1,14.109695434570313
-43_147,1997-02-15,1997,2,15.210107803344727
-43_147,1997-03-16,1997,3,15.225696563720703
-43_147,1997-04-16,1997,4,14.05118179321289
-43_147,1997-05-16,1997,5,13.24510669708252
-43_147,1997-06-16,1997,6,12.570762634277344
-43_147,1997-07-16,1997,7,12.044923782348633
-43_147,1997-08-16,1997,8,11.79994010925293
-43_147,1997-09-16,1997,9,11.425512313842773
-43_147,1997-10-16,1997,10,12.445175170898438
-43_147,1997-11-16,1997,11,12.786561012268066
-43_147,1997-12-16,1997,12,13.913501739501953
-43_147,1998-01-16,1998,1,15.091928482055664
-43_147,1998-02-15,1998,2,15.540491104125977
-43_147,1998-03-16,1998,3,15.083192825317383
-43_147,1998-04-16,1998,4,14.103119850158691
-43_147,1998-05-16,1998,5,13.438190460205078
-43_147,1998-06-16,1998,6,12.878887176513672
-43_147,1998-07-16,1998,7,12.291173934936523
-43_147,1998-08-16,1998,8,12.156314849853516
-43_147,1998-09-16,1998,9,11.524137496948242
-43_147,1998-10-16,1998,10,12.077674865722656
-43_147,1998-11-16,1998,11,12.567686080932617
-43_147,1998-12-16,1998,12,14.218751907348633
-43_147,1999-01-16,1999,1,15.253506660461426
-43_147,1999-02-15,1999,2,15.818865776062012
-43_147,1999-03-16,1999,3,15.939067840576172
-43_147,1999-04-16,1999,4,14.508370399475098
-43_147,1999-05-16,1999,5,13.67556381225586
-43_147,1999-06-16,1999,6,13.147136688232422
-43_147,1999-07-16,1999,7,12.476673126220703
-43_147,1999-08-16,1999,8,12.056564331054688
-43_147,1999-09-16,1999,9,11.618012428283691
-43_147,1999-10-16,1999,10,12.336674690246582
-43_147,1999-11-16,1999,11,12.776435852050781
-43_147,1999-12-16,1999,12,13.866501808166504
-43_147,2000-01-16,2000,1,14.910918235778809
-43_147,2000-02-15,2000,2,15.815930366516113
-43_147,2000-03-16,2000,3,15.559585571289063
-43_147,2000-04-16,2000,4,14.580972671508789
-43_147,2000-05-16,2000,5,13.635159492492676
-43_147,2000-06-16,2000,6,12.932214736938477
-43_147,2000-07-16,2000,7,12.234683990478516
-43_147,2000-08-16,2000,8,12.168111801147461
-43_147,2000-09-16,2000,9,11.63373851776123
-43_147,2000-10-16,2000,10,12.212433815002441
-43_147,2000-11-16,2000,11,13.394742965698242
-43_147,2000-12-16,2000,12,14.380223274230957
-43_147,2001-01-16,2001,1,15.132701873779297
-43_147,2001-02-15,2001,2,16.262664794921875
-43_147,2001-03-16,2001,3,16.21015739440918
-43_147,2001-04-16,2001,4,15.203739166259766
-43_147,2001-05-16,2001,5,14.182184219360352
-43_147,2001-06-16,2001,6,13.403346061706543
-43_147,2001-07-16,2001,7,12.381081581115723
-43_147,2001-08-16,2001,8,12.178438186645508
-43_147,2001-09-16,2001,9,12.140340805053711
-43_147,2001-10-16,2001,10,12.375001907348633
-43_147,2001-11-16,2001,11,12.542215347290039
-43_147,2001-12-16,2001,12,13.425840377807617
-43_147,2002-01-16,2002,1,14.097481727600098
-43_147,2002-02-15,2002,2,14.928031921386719
-43_147,2002-03-16,2002,3,15.24526596069336
-43_147,2002-04-16,2002,4,14.333563804626465
-43_147,2002-05-16,2002,5,13.77401351928711
-43_147,2002-06-16,2002,6,13.007041931152344
-43_147,2002-07-16,2002,7,12.33056640625
-43_147,2002-08-16,2002,8,12.112556457519531
-43_147,2002-09-16,2002,9,11.761347770690918
-43_147,2002-10-16,2002,10,12.487425804138184
-43_147,2002-11-16,2002,11,12.49563217163086
-43_147,2002-12-16,2002,12,13.363801002502441
-43_147,2003-01-16,2003,1,14.379441261291504
-43_147,2003-02-15,2003,2,15.465875625610352
-43_147,2003-03-16,2003,3,15.284311294555664
-43_147,2003-04-16,2003,4,14.28493595123291
-43_147,2003-05-16,2003,5,13.28414249420166
-43_147,2003-06-16,2003,6,12.773006439208984
-43_147,2003-07-16,2003,7,11.89155387878418
-43_147,2003-08-16,2003,8,11.826662063598633
-43_147,2003-09-16,2003,9,11.357732772827148
-43_147,2003-10-16,2003,10,11.705488204956055
-43_147,2003-11-16,2003,11,12.341976165771484
-43_147,2003-12-16,2003,12,13.661276817321777
-43_147,2004-01-16,2004,1,14.466509819030762
-43_147,2004-02-15,2004,2,14.980033874511719
-43_147,2004-03-16,2004,3,15.121307373046875
-43_147,2004-04-16,2004,4,14.436517715454102
-43_147,2004-05-16,2004,5,12.987872123718262
-43_147,2004-06-16,2004,6,12.33146858215332
-43_147,2004-07-16,2004,7,11.803180694580078
