population,date,year,month,sst_mean
-43_148,2024-04-16,2024,4,16.000823974609375
-43_148,2024-05-16,2024,5,14.775215148925781
-43_148,2024-06-16,2024,6,13.678711891174316
-43_148,2024-07-16,2024,7,13.215581893920898
-43_148,2024-08-16,2024,8,13.038150787353516
-43_148,2024-09-16,2024,9,12.411685943603516
-43_148,2024-10-16,2024,10,13.1534423828125
-43_148,2024-11-16,2024,11,13.928352355957031
-43_148,2024-12-16,2024,12,15.636995315551758
-43_148,2025-01-16,2025,1,16.746257781982422
-43_148,2025-02-15,2025,2,17.869503021240234
-43_148,2025-03-16,2025,3,17.261734008789063
-43_148,2025-04-16,2025,4,16.20998191833496
-43_148,2025-05-16,2025,5,15.088201522827148
-43_148,2025-06-16,2025,6,13.956938743591309
-43_148,2025-07-16,2025,7,13.457969665527344
-43_148,2025-08-16,2025,8,12.850555419921875
-43_148,2025-09-16,2025,9,12.342490196228027
-43_148,2025-10-16,2025,10,12.976079940795898
-43_148,2025-11-16,2025,11,13.184089660644531
-43_148,2025-12-16,2025,12,14.604644775390625
-42_148,1992-01-16,1992,1,16.24550437927246
-42_148,1992-02-15,1992,2,17.20569610595703
-42_148,1992-03-16,1992,3,17.22810173034668
-42_148,1992-04-16,1992,4,16.546972274780273
-42_148,1992-05-16,1992,5,14.832901954650879
-42_148,1992-06-16,1992,6,13.410970687866211
-42_148,1992-07-16,1992,7,12.784351348876953
-42_148,1992-08-16,1992,8,11.986270904541016
-42_148,1992-09-16,1992,9,12.22079086303711
-42_148,1992-10-16,1992,10,13.028966903686523
-42_148,1992-11-16,1992,11,14.0908842086792
-42_148,1992-12-16,1992,12,15.431117057800293
-42_148,1993-01-16,1993,1,16.884370803833008
-42_148,1993-02-15,1993,2,17.450969696044922
-42_148,1993-03-16,1993,3,17.21533966064453
-42_148,1993-04-16,1993,4,16.480224609375
-42_148,1993-05-16,1993,5,14.41463851928711
-42_148,1993-06-16,1993,6,13.840250015258789
-42_148,1993-07-16,1993,7,12.788570404052734
-42_148,1993-08-16,1993,8,12.915664672851563
-42_148,1993-09-16,1993,9,12.525758743286133
-42_148,1993-10-16,1993,10,13.421282768249512
-42_148,1993-11-16,1993,11,14.007352828979492
-42_148,1993-12-16,1993,12,15.065818786621094
-42_148,1994-01-16,1994,1,15.690547943115234
-42_148,1994-02-15,1994,2,16.7558650970459
-42_148,1994-03-16,1994,3,16.771894454956055
-42_148,1994-04-16,1994,4,16.135278701782227
-42_148,1994-05-16,1994,5,14.474604606628418
-42_148,1994-06-16,1994,6,13.47469711303711
-42_148,1994-07-16,1994,7,13.20394515991211
-42_148,1994-08-16,1994,8,13.02700138092041
-42_148,1994-09-16,1994,9,12.223258972167969
-42_148,1994-10-16,1994,10,12.94918441772461
-42_148,1994-11-16,1994,11,13.760278701782227
-42_148,1994-12-16,1994,12,15.170937538146973
-42_148,1995-01-16,1995,1,16.722593307495117
-42_148,1995-02-15,1995,2,17.136991500854492
-42_148,1995-03-16,1995,3,16.869508743286133
-42_148,1995-04-16,1995,4,15.186308860778809
-42_148,1995-05-16,1995,5,13.793401718139648
-42_148,1995-06-16,1995,6,13.357513427734375
-42_148,1995-07-16,1995,7,12.718976974487305
-42_148,1995-08-16,1995,8,12.216438293457031
-42_148,1995-09-16,1995,9,11.97329044342041
-42_148,1995-10-16,1995,10,12.54395580291748
-42_148,1995-11-16,1995,11,13.47885799407959
-42_148,1995-12-16,1995,12,14.581348419189453
-42_148,1996-01-16,1996,1,15.561177253723145
-42_148,1996-02-15,1996,2,16.098621368408203
-42_148,1996-03-16,1996,3,16.27709197998047
-42_148,1996-04-16,1996,4,15.223028182983398
-42_148,1996-05-16,1996,5,14.100713729858398
-42_148,1996-06-16,1996,6,13.474937438964844
-42_148,1996-07-16,1996,7,12.792007446289063
-42_148,1996-08-16,1996,8,12.338541030883789
-42_148,1996-09-16,1996,9,11.853654861450195
-42_148,1996-10-16,1996,10,12.045153617858887
-42_148,1996-11-16,1996,11,13.068897247314453
-42_148,1996-12-16,1996,12,14.45973014831543
-42_148,1997-01-16,1997,1,15.412569046020508
-42_148,1997-02-15,1997,2,16.81368637084961
-42_148,1997-03-16,1997,3,16.75031280517578
-42_148,1997-04-16,1997,4,15.94686508178711
-42_148,1997-05-16,1997,5,14.346071243286133
-42_148,1997-06-16,1997,6,13.951107025146484
-42_148,1997-07-16,1997,7,13.01397705078125
-42_148,1997-08-16,1997,8,12.685603141784668
-42_148,1997-09-16,1997,9,12.7418212890625
-42_148,1997-10-16,1997,10,13.472997665405273
-42_148,1997-11-16,1997,11,14.179122924804688
-42_148,1997-12-16,1997,12,15.492496490478516
-42_148,1998-01-16,1998,1,17.47601318359375
-42_148,1998-02-15,1998,2,17.605594635009766
-42_148,1998-03-16,1998,3,17.005226135253906
-42_148,1998-04-16,1998,4,15.408210754394531
-42_148,1998-05-16,1998,5,14.551994323730469
-42_148,1998-06-16,1998,6,14.006813049316406
-42_148,1998-07-16,1998,7,13.353663444519043
-42_148,1998-08-16,1998,8,13.044759750366211
-42_148,1998-09-16,1998,9,12.829415321350098
-42_148,1998-10-16,1998,10,13.120246887207031
-42_148,1998-11-16,1998,11,13.948481559753418
-42_148,1998-12-16,1998,12,15.66786003112793
-42_148,1999-01-16,1999,1,16.82500457763672
-42_148,1999-02-15,1999,2,17.492624282836914
-42_148,1999-03-16,1999,3,17.558507919311523
-42_148,1999-04-16,1999,4,16.1644344329834
-42_148,1999-05-16,1999,5,14.924589157104492
-42_148,1999-06-16,1999,6,14.274126052856445
-42_148,1999-07-16,1999,7,13.590106964111328
-42_148,1999-08-16,1999,8,12.978939056396484
-42_148,1999-09-16,1999,9,12.596759796142578
-42_148,1999-10-16,1999,10,13.35024642944336
-42_148,1999-11-16,1999,11,14.111553192138672
-42_148,1999-12-16,1999,12,15.844807624816895
-42_148,2000-01-16,2000,1,16.64702606201172
-42_148,2000-02-15,2000,2,17.302288055419922
-42_148,2000-03-16,2000,3,17.474151611328125
-42_148,2000-04-16,2000,4,16.527015686035156
-42_148,2000-05-16,2000,5,14.903799057006836
-42_148,2000-06-16,2000,6,14.09329605102539
-42_148,2000-07-16,2000,7,13.276512145996094
-42_148,2000-08-16,2000,8,13.149983406066895
-42_148,2000-09-16,2000,9,12.694700241088867
-42_148,2000-10-16,2000,10,13.43556022644043
-42_148,2000-11-16,2000,11,14.650028228759766
-42_148,2000-12-16,2000,12,15.904029846191406
-42_148,2001-01-16,2001,1,16.829967498779297
-42_148,2001-02-15,2001,2,17.78494644165039
-42_148,2001-03-16,2001,3,17.937236785888672
-42_148,2001-04-16,2001,4,16.888072967529297
-42_148,2001-05-16,2001,5,15.459749221801758
-42_148,2001-06-16,2001,6,14.696394920349121
-42_148,2001-07-16,2001,7,13.551719665527344
-42_148,2001-08-16,2001,8,13.246585845947266
-42_148,2001-09-16,2001,9,12.999502182006836
-42_148,2001-10-16,2001,10,13.597152709960938
-42_148,2001-11-16,2001,11,13.986923217773438
-42_148,2001-12-16,2001,12,15.052295684814453
-42_148,2002-01-16,2002,1,15.853727340698242
-42_148,2002-02-15,2002,2,16.871280670166016
-42_148,2002-03-16,2002,3,16.858537673950195
-42_148,2002-04-16,2002,4,16.04499626159668
-42_148,2002-05-16,2002,5,15.68053150177002
-42_148,2002-06-16,2002,6,14.306605339050293
-42_148,2002-07-16,2002,7,13.488496780395508
-42_148,2002-08-16,2002,8,13.541106224060059
-42_148,2002-09-16,2002,9,12.900707244873047
-42_148,2002-10-16,2002,10,13.680463790893555
-42_148,2002-11-16,2002,11,13.949822425842285
-42_148,2002-12-16,2002,12,15.01456356048584
-42_148,2003-01-16,2003,1,16.307899475097656
-42_148,2003-02-15,2003,2,17.168590545654297
-42_148,2003-03-16,2003,3,16.98847198486328
-42_148,2003-04-16,2003,4,16.13796043395996
-42_148,2003-05-16,2003,5,14.746106147766113
-42_148,2003-06-16,2003,6,14.044049263000488
-42_148,2003-07-16,2003,7,13.14094352722168
-42_148,2003-08-16,2003,8,12.683921813964844
-42_148,2003-09-16,2003,9,12.401850700378418
-42_148,2003-10-16,2003,10,13.024800300598145
-42_148,2003-11-16,2003,11,13.837613105773926
-42_148,2003-12-16,2003,12,15.169991493225098
-42_148,2004-01-16,2004,1,16.31540298461914
-42_148,2004-02-15,2004,2,16.838645935058594
-42_148,2004-03-16,2004,3,16.508113861083984
-42_148,2004-04-16,2004,4,16.401729583740234
-42_148,2004-05-16,2004,5,14.411994934082031
-42_148,2004-06-16,2004,6,13.155879020690918
-42_148,2004-07-16,2004,7,12.783008575439453
-42_148,2004-08-16,2004,8,12.679342269897461
-42_148,2004-09-16,2004,9,12.529790878295898
-42_148,2004-10-16,2004,10,13.068546295166016
-42_148,2004-11-16,2004,11,13.99863338470459
-42_148,2004-12-16,2004,12,14.936004638671875
-42_148,2005-01-16,2005,1,16.362417221069336
-42_148,2005-02-15,2005,2,16.902542114257813
-42_148,2005-03-16,2005,3,16.628814697265625
-42_148,2005-04-16,2005,4,15.90185260772705
-42_148,2005-05-16,2005,5,14.275012969970703
-42_148,2005-06-16,2005,6,13.807934761047363
-42_148,2005-07-16,2005,7,13.355947494506836
-42_148,2005-08-16,2005,8,13.11501407623291
-42_148,2005-09-16,2005,9,12.551280975341797
-42_148,2005-10-16,2005,10,13.514240264892578
-42_148,2005-11-16,2005,11,14.173781394958496
-42_148,2005-12-16,2005,12,15.127164840698242
-42_148,2006-01-16,2006,1,16.422517776489258
-42_148,2006-02-15,2006,2,17.201892852783203
-42_148,2006-03-16,2006,3,17.496339797973633
-42_148,2006-04-16,2006,4,15.795620918273926
-42_148,2006-05-16,2006,5,13.74854564666748
-42_148,2006-06-16,2006,6,13.627314567565918
-42_148,2006-07-16,2006,7,13.135322570800781
-42_148,2006-08-16,2006,8,12.915794372558594
-42_148,2006-09-16,2006,9,12.754088401794434
-42_148,2006-10-16,2006,10,13.420066833496094
-42_148,2006-11-16,2006,11,14.278818130493164
-42_148,2006-12-16,2006,12,15.769379615783691
-42_148,2007-01-16,2007,1,16.44249725341797
-42_148,2007-02-15,2007,2,17.46144676208496
-42_148,2007-03-16,2007,3,17.79151153564453
-42_148,2007-04-16,2007,4,16.21764373779297
-42_148,2007-05-16,2007,5,14.935842514038086
-42_148,2007-06-16,2007,6,13.826055526733398
-42_148,2007-07-16,2007,7,12.779999732971191
-42_148,2007-08-16,2007,8,12.704604148864746
-42_148,2007-09-16,2007,9,12.476240158081055
-42_148,2007-10-16,2007,10,13.16323471069336
-42_148,2007-11-16,2007,11,14.633856773376465
-42_148,2007-12-16,2007,12,15.611428260803223
-42_148,2008-01-16,2008,1,17.04046630859375
-42_148,2008-02-15,2008,2,17.551706314086914
-42_148,2008-03-16,2008,3,17.373458862304688
-42_148,2008-04-16,2008,4,15.875090599060059
-42_148,2008-05-16,2008,5,15.064207077026367
-42_148,2008-06-16,2008,6,14.28546142578125
-42_148,2008-07-16,2008,7,13.223733901977539
-42_148,2008-08-16,2008,8,12.712057113647461
-42_148,2008-09-16,2008,9,12.50546646118164
-42_148,2008-10-16,2008,10,13.518552780151367
-42_148,2008-11-16,2008,11,14.326557159423828
-42_148,2008-12-16,2008,12,14.707084655761719
-42_148,2009-01-16,2009,1,16.124340057373047
-42_148,2009-02-15,2009,2,17.64374542236328
-42_148,2009-03-16,2009,3,16.655075073242188
-42_148,2009-04-16,2009,4,16.5916805267334
-42_148,2009-05-16,2009,5,14.682918548583984
-42_148,2009-06-16,2009,6,14.331863403320313
-42_148,2009-07-16,2009,7,13.524041175842285
-42_148,2009-08-16,2009,8,12.721258163452148
-42_148,2009-09-16,2009,9,12.806130409240723
-42_148,2009-10-16,2009,10,12.759243965148926
-42_148,2009-11-16,2009,11,14.4229736328125
-42_148,2009-12-16,2009,12,16.09527587890625
-42_148,2010-01-16,2010,1,16.88034439086914
-42_148,2010-02-15,2010,2,18.61693000793457
-42_148,2010-03-16,2010,3,17.823976516723633
-42_148,2010-04-16,2010,4,16.92176628112793
-42_148,2010-05-16,2010,5,15.150879859924316
-42_148,2010-06-16,2010,6,14.175712585449219
-42_148,2010-07-16,2010,7,13.319950103759766
-42_148,2010-08-16,2010,8,12.701805114746094
-42_148,2010-09-16,2010,9,12.461202621459961
-42_148,2010-10-16,2010,10,12.96839427947998
-42_148,2010-11-16,2010,11,14.214634895324707
-42_148,2010-12-16,2010,12,16.066673278808594
-42_148,2011-01-16,2011,1,17.16499900817871
-42_148,2011-02-15,2011,2,17.566591262817383
-42_148,2011-03-16,2011,3,17.105810165405273
-42_148,2011-04-16,2011,4,16.390899658203125
-42_148,2011-05-16,2011,5,14.718985557556152
-42_148,2011-06-16,2011,6,14.363158226013184
-42_148,2011-07-16,2011,7,13.081469535827637
-42_148,2011-08-16,2011,8,13.23654556274414
-42_148,2011-09-16,2011,9,13.00848388671875
-42_148,2011-10-16,2011,10,13.484758377075195
-42_148,2011-11-16,2011,11,13.804931640625
-42_148,2011-12-16,2011,12,16.046520233154297
-42_148,2012-01-16,2012,1,17.339229583740234
-42_148,2012-02-15,2012,2,17.39118003845215
-42_148,2012-03-16,2012,3,16.939271926879883
-42_148,2012-04-16,2012,4,16.135587692260742
-42_148,2012-05-16,2012,5,14.697872161865234
-42_148,2012-06-16,2012,6,13.527356147766113
-42_148,2012-07-16,2012,7,13.192682266235352
-42_148,2012-08-16,2012,8,12.405681610107422
-42_148,2012-09-16,2012,9,12.69996452331543
-42_148,2012-10-16,2012,10,13.115057945251465
-42_148,2012-11-16,2012,11,14.046424865722656
-42_148,2012-12-16,2012,12,15.74113655090332
-42_148,2013-01-16,2013,1,16.606685638427734
-42_148,2013-02-15,2013,2,17.59680938720703
-42_148,2013-03-16,2013,3,17.85613250732422
-42_148,2013-04-16,2013,4,17.37750244140625
-42_148,2013-05-16,2013,5,15.188611030578613
-42_148,2013-06-16,2013,6,14.081964492797852
-42_148,2013-07-16,2013,7,13.413342475891113
-42_148,2013-08-16,2013,8,13.072702407836914
-42_148,2013-09-16,2013,9,12.62768268585205
-42_148,2013-10-16,2013,10,12.753217697143555
-42_148,2013-11-16,2013,11,14.500870704650879
-42_148,2013-12-16,2013,12,15.201278686523438
-42_148,2014-01-16,2014,1,15.923673629760742
-42_148,2014-02-15,2014,2,17.479206085205078
-42_148,2014-03-16,2014,3,17.47952651977539
-42_148,2014-04-16,2014,4,17.265464782714844
-42_148,2014-05-16,2014,5,15.422345161437988
-42_148,2014-06-16,2014,6,14.663501739501953
-42_148,2014-07-16,2014,7,13.35743522644043
-42_148,2014-08-16,2014,8,13.100740432739258
-42_148,2014-09-16,2014,9,12.917922973632813
-42_148,2014-10-16,2014,10,13.857063293457031
-42_148,2014-11-16,2014,11,14.85822582244873
-42_148,2014-12-16,2014,12,16.46368408203125
-42_148,2015-01-16,2015,1,17.178682327270508
-42_148,2015-02-15,2015,2,18.026042938232422
-42_148,2015-03-16,2015,3,17.506755828857422
-42_148,2015-04-16,2015,4,16.92542266845703
-42_148,2015-05-16,2015,5,14.606217384338379
-42_148,2015-06-16,2015,6,14.193543434143066
-42_148,2015-07-16,2015,7,13.535011291503906
-42_148,2015-08-16,2015,8,12.635730743408203
-42_148,2015-09-16,2015,9,13.112176895141602
-42_148,2015-10-16,2015,10,14.13355827331543
-42_148,2015-11-16,2015,11,15.43246841430664
-42_148,2015-12-16,2015,12,17.155445098876953
-42_148,2016-01-16,2016,1,18.450599670410156
-42_148,2016-02-15,2016,2,19.12986946105957
-42_148,2016-03-16,2016,3,18.464847564697266
-42_148,2016-04-16,2016,4,17.586605072021484
-42_148,2016-05-16,2016,5,14.925750732421875
-42_148,2016-06-16,2016,6,13.932117462158203
-42_148,2016-07-16,2016,7,13.195632934570313
-42_148,2016-08-16,2016,8,12.936174392700195
-42_148,2016-09-16,2016,9,13.039351463317871
-42_148,2016-10-16,2016,10,13.187355041503906
-42_148,2016-11-16,2016,11,13.962745666503906
-42_148,2016-12-16,2016,12,14.775254249572754
-42_148,2017-01-16,2017,1,16.98656463623047
-42_148,2017-02-15,2017,2,17.65386390686035
-42_148,2017-03-16,2017,3,17.972721099853516
-42_148,2017-04-16,2017,4,16.963092803955078
-42_148,2017-05-16,2017,5,15.428275108337402
-42_148,2017-06-16,2017,6,14.423762321472168
-42_148,2017-07-16,2017,7,13.736685752868652
-42_148,2017-08-16,2017,8,12.8116455078125
-42_148,2017-09-16,2017,9,12.621944427490234
-42_148,2017-10-16,2017,10,14.05028247833252
-42_148,2017-11-16,2017,11,15.20205307006836
-42_148,2017-12-16,2017,12,16.44396209716797
-42_148,2018-01-16,2018,1,17.84819221496582
-42_148,2018-02-15,2018,2,18.490379333496094
-42_148,2018-03-16,2018,3,17.961498260498047
-42_148,2018-04-16,2018,4,16.496429443359375
-42_148,2018-05-16,2018,5,14.351154327392578
-42_148,2018-06-16,2018,6,14.028074264526367
-42_148,2018-07-16,2018,7,13.328250885009766
-42_148,2018-08-16,2018,8,13.074323654174805
-42_148,2018-09-16,2018,9,12.64339828491211
-42_148,2018-10-16,2018,10,13.971063613891602
-42_148,2018-11-16,2018,11,14.65060806274414
-42_148,2018-12-16,2018,12,16.214366912841797
-42_148,2019-01-16,2019,1,17.45390510559082
-42_148,2019-02-15,2019,2,18.51519012451172
-42_148,2019-03-16,2019,3,17.650680541992188
-42_148,2019-04-16,2019,4,16.882923126220703
-42_148,2019-05-16,2019,5,14.99423885345459
-42_148,2019-06-16,2019,6,13.864877700805664
-42_148,2019-07-16,2019,7,12.941207885742188
-42_148,2019-08-16,2019,8,12.454437255859375
-42_148,2019-09-16,2019,9,12.320316314697266
-42_148,2019-10-16,2019,10,13.407451629638672
-42_148,2019-11-16,2019,11,14.238298416137695
-42_148,2019-12-16,2019,12,15.342401504516602
-42_148,2020-01-16,2020,1,17.117525100708008
-42_148,2020-02-15,2020,2,17.478668212890625
-42_148,2020-03-16,2020,3,17.47652816772461
-42_148,2020-04-16,2020,4,16.26340675354004
-42_148,2020-05-16,2020,5,14.458614349365234
-42_148,2020-06-16,2020,6,14.02031135559082
-42_148,2020-07-16,2020,7,13.527425765991211
-42_148,2020-08-16,2020,8,13.17976188659668
-42_148,2020-09-16,2020,9,12.695076942443848
-42_148,2020-10-16,2020,10,13.632179260253906
-42_148,2020-11-16,2020,11,14.681262969970703
-42_148,2020-12-16,2020,12,15.550418853759766
-42_148,2021-01-16,2021,1,17.649639129638672
-42_148,2021-02-15,2021,2,17.586864471435547
-42_148,2021-03-16,2021,3,16.686702728271484
-42_148,2021-04-16,2021,4,16.065441131591797
-42_148,2021-05-16,2021,5,15.059468269348145
-42_148,2021-06-16,2021,6,14.402979850769043
-42_148,2021-07-16,2021,7,13.75157642364502
-42_148,2021-08-16,2021,8,13.13155746459961
-42_148,2021-09-16,2021,9,12.733484268188477
-42_148,2021-10-16,2021,10,13.177130699157715
-42_148,2021-11-16,2021,11,14.565054893493652
-42_148,2021-12-16,2021,12,15.754396438598633
-42_148,2022-01-16,2022,1,17.441410064697266
-42_148,2022-02-15,2022,2,18.547517776489258
-42_148,2022-03-16,2022,3,18.537038803100586
-42_148,2022-04-16,2022,4,16.566085815429688
-42_148,2022-05-16,2022,5,15.850929260253906
-42_148,2022-06-16,2022,6,14.463799476623535
-42_148,2022-07-16,2022,7,13.66323471069336
-42_148,2022-08-16,2022,8,13.21820068359375
-42_148,2022-09-16,2022,9,13.027970314025879
-42_148,2022-10-16,2022,10,13.868167877197266
-42_148,2022-11-16,2022,11,14.703315734863281
-42_148,2022-12-16,2022,12,14.882892608642578
-42_148,2023-01-16,2023,1,18.14630699157715
-42_148,2023-02-15,2023,2,17.932024002075195
-42_148,2023-03-16,2023,3,17.86957359313965
-42_148,2023-04-16,2023,4,16.689056396484375
-42_148,2023-05-16,2023,5,15.370140075683594
-42_148,2023-06-16,2023,6,14.30346965789795
-42_148,2023-07-16,2023,7,13.651874542236328
-42_148,2023-08-16,2023,8,13.388345718383789
-42_148,2023-09-16,2023,9,12.952930450439453
-42_148,2023-10-16,2023,10,14.29637336730957
-42_148,2023-11-16,2023,11,15.419668197631836
-42_148,2023-12-16,2023,12,17.24947738647461
-42_148,2024-01-16,2024,1,17.890649795532227
-42_148,2024-02-15,2024,2,17.90283203125
-42_148,2024-03-16,2024,3,18.378803253173828
-42_148,2024-04-16,2024,4,17.214996337890625
-42_148,2024-05-16,2024,5,15.835253715515137
-42_148,2024-06-16,2024,6,14.315388679504395
-42_148,2024-07-16,2024,7,14.082344055175781
-42_148,2024-08-16,2024,8,13.709039688110352
-42_148,2024-09-16,2024,9,12.867180824279785
-42_148,2024-10-16,2024,10,13.970508575439453
-42_148,2024-11-16,2024,11,14.626829147338867
-42_148,2024-12-16,2024,12,16.84051513671875
-42_148,2025-01-16,2025,1,17.533626556396484
-42_148,2025-02-15,2025,2,18.791183471679688
-42_148,2025-03-16,2025,3,18.217769622802734
-42_148,2025-04-16,2025,4,17.131568908691406
-42_148,2025-05-16,2025,5,15.914474487304688
-42_148,2025-06-16,2025,6,14.663692474365234
-42_148,2025-07-16,2025,7,13.929143905639648
-42_148,2025-08-16,2025,8,13.581436157226563
-42_148,2025-09-16,2025,9,12.923476219177246
-42_148,2025-10-16,2025,10,13.672351837158203
-42_148,2025-11-16,2025,11,13.711780548095703
-42_148,2025-12-16,2025,12,15.615028381347656
-39_146,1992-01-16,1992,1,16.78032684326172
-39_146,1992-02-15,1992,2,17.93018341064453
-39_146,1992-03-16,1992,3,18.170143127441406
-39_146,1992-04-16,1992,4,17.363422393798828
-39_146,1992-05-16,1992,5,15.83033561706543
-39_146,1992-06-16,1992,6,14.385391235351563
-39_146,1992-07-16,1992,7,13.212278366088867
-39_146,1992-08-16,1992,8,12.905633926391602
-39_146,1992-09-16,1992,9,12.901372909545898
-39_146,1992-10-16,1992,10,13.439569473266602
-39_146,1992-11-16,1992,11,14.420392990112305
-39_146,1992-12-16,1992,12,15.950983047485352
-39_146,1993-01-16,1993,1,17.214370727539063
-39_146,1993-02-15,1993,2,18.421672821044922
-39_146,1993-03-16,1993,3,18.44882583618164
-39_146,1993-04-16,1993,4,17.49248504638672
-39_146,1993-05-16,1993,5,15.859077453613281
-39_146,1993-06-16,1993,6,14.719789505004883
-39_146,1993-07-16,1993,7,13.310279846191406
-39_146,1993-08-16,1993,8,13.024624824523926
-39_146,1993-09-16,1993,9,13.005041122436523
-39_146,1993-10-16,1993,10,13.671426773071289
-39_146,1993-11-16,1993,11,14.559425354003906
-39_146,1993-12-16,1993,12,15.898580551147461
-39_146,1994-01-16,1994,1,16.06555938720703
-39_146,1994-02-15,1994,2,18.231426239013672
-39_146,1994-03-16,1994,3,17.457143783569336
-39_146,1994-04-16,1994,4,17.272293090820313
-39_146,1994-05-16,1994,5,15.264606475830078
-39_146,1994-06-16,1994,6,14.591460227966309
-39_146,1994-07-16,1994,7,13.385168075561523
-39_146,1994-08-16,1994,8,12.755424499511719
-39_146,1994-09-16,1994,9,12.531588554382324
-39_146,1994-10-16,1994,10,13.591243743896484
-39_146,1994-11-16,1994,11,14.323101997375488
-39_146,1994-12-16,1994,12,16.485614776611328
-39_146,1995-01-16,1995,1,17.140674591064453
-39_146,1995-02-15,1995,2,18.20888900756836
-39_146,1995-03-16,1995,3,17.52865219116211
-39_146,1995-04-16,1995,4,15.832468032836914
-39_146,1995-05-16,1995,5,14.8453950881958
-39_146,1995-06-16,1995,6,13.785208702087402
-39_146,1995-07-16,1995,7,12.483833312988281
-39_146,1995-08-16,1995,8,12.47900390625
-39_146,1995-09-16,1995,9,12.511308670043945
-39_146,1995-10-16,1995,10,13.479525566101074
-39_146,1995-11-16,1995,11,14.504676818847656
-39_146,1995-12-16,1995,12,15.97313404083252
-39_146,1996-01-16,1996,1,17.3751277923584
-39_146,1996-02-15,1996,2,17.731048583984375
-39_146,1996-03-16,1996,3,17.493515014648438
-39_146,1996-04-16,1996,4,16.48679542541504
-39_146,1996-05-16,1996,5,14.874834060668945
-39_146,1996-06-16,1996,6,14.109794616699219
-39_146,1996-07-16,1996,7,13.501713752746582
-39_146,1996-08-16,1996,8,13.002384185791016
-39_146,1996-09-16,1996,9,12.847638130187988
-39_146,1996-10-16,1996,10,12.960695266723633
-39_146,1996-11-16,1996,11,13.896099090576172
-39_146,1996-12-16,1996,12,15.221084594726563
-39_146,1997-01-16,1997,1,17.202579498291016
-39_146,1997-02-15,1997,2,18.08249282836914
-39_146,1997-03-16,1997,3,17.738082885742188
-39_146,1997-04-16,1997,4,16.502830505371094
-39_146,1997-05-16,1997,5,15.304673194885254
-39_146,1997-06-16,1997,6,14.37437915802002
-39_146,1997-07-16,1997,7,13.475772857666016
-39_146,1997-08-16,1997,8,13.05811595916748
-39_146,1997-09-16,1997,9,13.128307342529297
-39_146,1997-10-16,1997,10,13.827522277832031
-39_146,1997-11-16,1997,11,14.958791732788086
-39_146,1997-12-16,1997,12,16.359163284301758
-39_146,1998-01-16,1998,1,18.059051513671875
-39_146,1998-02-15,1998,2,18.860286712646484
-39_146,1998-03-16,1998,3,18.17544937133789
-39_146,1998-04-16,1998,4,16.744319915771484
-39_146,1998-05-16,1998,5,15.813070297241211
-39_146,1998-06-16,1998,6,14.621221542358398
-39_146,1998-07-16,1998,7,13.747054100036621
-39_146,1998-08-16,1998,8,12.896064758300781
-39_146,1998-09-16,1998,9,13.46681022644043
-39_146,1998-10-16,1998,10,13.8240385055542
-39_146,1998-11-16,1998,11,15.04403305053711
-39_146,1998-12-16,1998,12,16.379962921142578
-39_146,1999-01-16,1999,1,18.115680694580078
-39_146,1999-02-15,1999,2,18.530332565307617
-39_146,1999-03-16,1999,3,18.602365493774414
-39_146,1999-04-16,1999,4,17.284799575805664
-39_146,1999-05-16,1999,5,15.941190719604492
-39_146,1999-06-16,1999,6,14.898941040039063
-39_146,1999-07-16,1999,7,13.763696670532227
-39_146,1999-08-16,1999,8,13.131814002990723
-39_146,1999-09-16,1999,9,13.165989875793457
-39_146,1999-10-16,1999,10,14.73678970336914
-39_146,1999-11-16,1999,11,14.978825569152832
-39_146,1999-12-16,1999,12,16.601139068603516
-39_146,2000-01-16,2000,1,18.01622772216797
-39_146,2000-02-15,2000,2,18.71611785888672
-39_146,2000-03-16,2000,3,18.746959686279297
-39_146,2000-04-16,2000,4,18.07436752319336
-39_146,2000-05-16,2000,5,16.420974731445313
-39_146,2000-06-16,2000,6,15.252044677734375
-39_146,2000-07-16,2000,7,13.90882396697998
-39_146,2000-08-16,2000,8,13.359869003295898
-39_146,2000-09-16,2000,9,13.688868522644043
-39_146,2000-10-16,2000,10,13.8815279006958
-39_146,2000-11-16,2000,11,15.598596572875977
-39_146,2000-12-16,2000,12,17.406652450561523
-39_146,2001-01-16,2001,1,18.94668960571289
-39_146,2001-02-15,2001,2,19.24378204345703
-39_146,2001-03-16,2001,3,19.211185455322266
-39_146,2001-04-16,2001,4,17.669578552246094
-39_146,2001-05-16,2001,5,16.337480545043945
-39_146,2001-06-16,2001,6,15.292906761169434
-39_146,2001-07-16,2001,7,13.833148002624512
-39_146,2001-08-16,2001,8,13.477848052978516
-39_146,2001-09-16,2001,9,13.918466567993164
-39_146,2001-10-16,2001,10,14.067193031311035
-39_146,2001-11-16,2001,11,15.07872200012207
-39_146,2001-12-16,2001,12,16.66646957397461
-39_146,2002-01-16,2002,1,17.110246658325195
-39_146,2002-02-15,2002,2,18.10245704650879
-39_146,2002-03-16,2002,3,17.837223052978516
-39_146,2002-04-16,2002,4,17.138362884521484
-39_146,2002-05-16,2002,5,16.17953872680664
-39_146,2002-06-16,2002,6,14.93117904663086
-39_146,2002-07-16,2002,7,13.637672424316406
-39_146,2002-08-16,2002,8,13.60850715637207
-39_146,2002-09-16,2002,9,13.223647117614746
-39_146,2002-10-16,2002,10,13.912580490112305
